timestamp,user,role,device_id,device_trust,country,lat,lon,resource,action,result,mfa,is_anomaly
2025-10-10 23:51:56,user003,employee,device034,trusted,UK,51.5,-0.12,dev_repo,access,success,true,0
2025-10-11 06:37:18,user018,employee,device057,trusted,SG,1.35,103.82,dev_repo,access,success,true,0
2025-10-11 04:03:26,user019,employee,device018,untrusted,UK,51.5,-0.12,hr_portal,login,failure,true,0
2025-10-10 14:02:29,user050,employee,device090,trusted,IN,19.07,72.87,vpn,logout,success,true,0
2025-10-11 09:05:31,user033,employee,device065,trusted,SG,1.35,103.82,email,access,success,true,0
2025-10-11 05:29:37,user030,employee,device079,trusted,SG,1.35,103.82,vpn,login,success,false,0
2025-10-10 15:53:42,user012,contractor,device074,trusted,UK,51.5,-0.12,finance_app,access,success,true,0
2025-10-11 07:03:25,user043,employee,device062,trusted,US,37.77,-122.41,vpn,login,success,true,0
2025-10-10 21:04:48,user034,employee,device026,trusted,UK,51.5,-0.12,email,logout,success,true,0
2025-10-10 19:23:51,user029,employee,device093,trusted,UK,51.5,-0.12,vpn,login,success,true,0
2025-10-11 04:49:32,user028,employee,device035,trusted,UK,51.5,-0.12,email,logout,success,true,0
2025-10-11 01:49:13,user016,admin,device005,trusted,US,37.77,-122.41,email,logout,success,true,0
2025-10-10 18:25:32,user005,employee,device080,trusted,IN,19.07,72.87,finance_app,access,success,true,0
2025-10-11 01:14:23,user030,employee,device036,trusted,SG,1.35,103.82,hr_portal,login,success,true,0
2025-10-11 03:10:49,user004,employee,device024,trusted,UK,51.5,-0.12,dev_repo,access,success,true,0
2025-10-11 02:04:55,user035,admin,device001,trusted,DE,52.52,13.4,vpn,login,success,false,0
2025-10-11 10:34:11,user015,employee,device032,trusted,US,37.77,-122.41,dev_repo,login,success,true,0
2025-10-11 12:17:29,user012,admin,device051,trusted,IN,19.07,72.87,email,access,success,true,0
2025-10-11 10:53:05,user028,employee,device069,trusted,DE,52.52,13.4,vpn,logout,success,true,0
2025-10-11 05:52:00,user038,employee,device039,trusted,SG,1.35,103.82,finance_app,login,success,false,0
2025-10-10 15:59:07,user013,employee,device036,trusted,UK,51.5,-0.12,finance_app,logout,failure,true,0
2025-10-11 06:33:54,user039,employee,device076,trusted,UK,51.5,-0.12,email,logout,success,true,0
2025-10-10 04:33:17,user007,contractor,device096,untrusted,SG,1.35,103.82,hr_portal,logout,success,false,1
2025-10-10 14:43:13,user049,employee,device038,trusted,DE,52.52,13.4,finance_app,access,success,true,0
2025-10-11 09:03:37,user020,employee,device082,trusted,IN,19.07,72.87,vpn,access,success,true,0
2025-10-11 01:10:36,user002,contractor,device023,trusted,DE,52.52,13.4,vpn,logout,success,true,0
2025-10-10 17:01:57,user032,employee,device078,trusted,DE,52.52,13.4,finance_app,logout,success,true,0
2025-10-10 15:32:44,user008,employee,device099,untrusted,SG,1.35,103.82,vpn,login,success,true,0
2025-10-11 00:48:18,user021,employee,device021,trusted,UK,51.5,-0.12,hr_portal,logout,success,true,0
2025-10-11 00:22:59,user013,admin,device019,trusted,UK,51.5,-0.12,vpn,access,success,true,0
2025-10-11 12:42:47,user021,employee,device013,trusted,IN,19.07,72.87,vpn,access,success,true,0
2025-10-10 15:59:53,user037,contractor,device029,trusted,IN,19.07,72.87,vpn,login,success,true,0
2025-10-10 20:04:33,user042,employee,device014,trusted,UK,51.5,-0.12,hr_portal,access,success,true,0
2025-10-11 07:26:57,user004,employee,device043,trusted,US,37.77,-122.41,dev_repo,login,success,true,0
2025-10-11 11:14:10,user047,employee,device047,trusted,IN,19.07,72.87,vpn,logout,success,true,0
2025-10-11 00:50:50,user023,employee,device026,trusted,IN,19.07,72.87,email,access,failure,true,0
2025-10-10 20:51:00,user027,employee,device052,trusted,US,37.77,-122.41,email,login,success,true,0
2025-10-11 07:46:42,user003,employee,device035,trusted,UK,51.5,-0.12,dev_repo,logout,success,true,0
2025-10-10 15:24:24,user001,contractor,device039,trusted,DE,52.52,13.4,email,login,success,true,0
2025-10-11 06:52:14,user049,employee,device086,trusted,DE,52.52,13.4,finance_app,access,success,true,0
2025-10-11 02:52:41,user001,employee,device013,trusted,UK,51.5,-0.12,finance_app,access,success,true,0
2025-10-11 12:33:42,user049,admin,device011,trusted,US,37.77,-122.41,dev_repo,login,success,true,0
2025-10-11 10:38:33,user011,employee,device036,trusted,IN,19.07,72.87,vpn,logout,success,true,0
2025-10-10 12:49:21,user028,employee,device010,trusted,DE,52.52,13.4,hr_portal,logout,success,true,0
2025-10-11 09:42:22,user022,employee,device069,trusted,US,37.77,-122.41,hr_portal,login,success,true,0
2025-10-11 07:21:57,user046,admin,device039,trusted,US,37.77,-122.41,finance_app,login,success,true,0
2025-10-11 08:22:59,user037,contractor,device073,trusted,IN,19.07,72.87,email,login,success,false,0
2025-10-11 06:01:16,user002,admin,device025,trusted,UK,51.5,-0.12,finance_app,access,success,false,0
2025-10-10 18:44:12,user047,contractor,device077,trusted,IN,19.07,72.87,dev_repo,login,success,false,0
2025-10-10 14:23:38,user029,employee,device064,trusted,DE,52.52,13.4,dev_repo,access,success,true,0
2025-10-11 06:01:53,user032,employee,device005,trusted,SG,1.35,103.82,email,login,success,false,0
2025-10-11 00:16:38,user003,employee,device012,trusted,IN,19.07,72.87,email,logout,success,false,0
2025-10-11 09:52:57,user046,contractor,device096,trusted,SG,1.35,103.82,dev_repo,login,failure,true,0
2025-10-11 11:37:14,user025,contractor,device055,untrusted,US,37.77,-122.41,dev_repo,logout,success,true,0
2025-10-11 02:49:28,user005,employee,device019,trusted,DE,52.52,13.4,vpn,logout,success,true,0
2025-10-10 13:05:01,user011,admin,device002,trusted,UK,51.5,-0.12,finance_app,access,success,true,0
2025-10-10 18:07:40,user043,employee,device066,trusted,UK,51.5,-0.12,hr_portal,logout,success,true,0
2025-10-11 03:46:38,user001,employee,device042,trusted,UK,51.5,-0.12,dev_repo,logout,success,false,0
2025-10-11 12:11:25,user011,employee,device065,untrusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-11 09:03:51,user038,employee,device005,trusted,UK,51.5,-0.12,finance_app,logout,success,false,0
2025-10-10 23:29:28,user046,contractor,device076,trusted,IN,19.07,72.87,email,login,success,true,0
2025-10-11 04:35:49,user018,employee,device088,trusted,US,37.77,-122.41,dev_repo,logout,success,true,0
2025-10-10 23:18:00,user037,employee,device015,trusted,UK,51.5,-0.12,vpn,logout,success,true,0
2025-10-11 11:53:05,user013,employee,device041,trusted,IN,19.07,72.87,hr_portal,login,success,false,0
2025-10-10 17:27:19,user004,admin,device003,trusted,SG,1.35,103.82,email,login,success,true,0
2025-10-10 14:29:49,user032,contractor,device007,trusted,SG,1.35,103.82,vpn,access,success,true,0
2025-10-11 12:14:25,user001,employee,device003,trusted,US,37.77,-122.41,hr_portal,login,success,false,0
2025-10-11 04:46:01,user009,admin,device014,trusted,US,37.77,-122.41,vpn,login,success,true,0
2025-10-10 16:21:49,user047,employee,device022,trusted,US,37.77,-122.41,email,logout,success,true,0
2025-10-10 19:36:44,user034,employee,device040,trusted,DE,52.52,13.4,email,access,success,true,0
2025-10-11 04:39:49,user005,employee,device031,untrusted,DE,52.52,13.4,vpn,logout,success,false,1
2025-10-11 02:56:54,user017,admin,device031,trusted,SG,1.35,103.82,vpn,login,success,true,0
2025-10-10 22:25:39,user022,employee,device057,trusted,US,37.77,-122.41,email,logout,success,true,0
2025-10-11 03:33:39,user030,admin,device088,trusted,US,37.77,-122.41,dev_repo,login,success,true,0
2025-10-11 00:09:26,user030,employee,device091,trusted,IN,19.07,72.87,dev_repo,logout,success,true,0
2025-10-10 23:32:48,user003,employee,device018,trusted,SG,1.35,103.82,hr_portal,access,success,true,0
2025-10-10 21:53:37,user048,employee,device053,trusted,US,37.77,-122.41,vpn,logout,success,true,0
2025-10-10 16:49:24,user016,admin,device056,trusted,US,37.77,-122.41,finance_app,login,success,true,0
2025-10-11 01:53:14,user001,employee,device036,trusted,DE,52.52,13.4,dev_repo,logout,success,false,0
2025-10-11 07:26:55,user026,employee,device006,trusted,US,37.77,-122.41,dev_repo,login,failure,false,0
2025-10-11 07:34:34,user049,admin,device079,trusted,UK,51.5,-0.12,dev_repo,access,success,false,0
2025-10-11 00:26:26,user010,employee,device042,trusted,SG,1.35,103.82,finance_app,login,success,false,0
2025-10-11 01:59:29,user031,employee,device071,trusted,IN,19.07,72.87,email,access,success,true,0
2025-10-10 18:10:23,user006,employee,device091,trusted,IN,19.07,72.87,finance_app,login,failure,false,0
2025-10-11 00:39:36,user020,admin,device011,trusted,SG,1.35,103.82,hr_portal,logout,success,true,0
2025-10-11 00:36:16,user002,employee,device065,trusted,UK,51.5,-0.12,vpn,access,success,false,0
2025-10-11 08:35:55,user033,employee,device076,trusted,DE,52.52,13.4,vpn,login,success,true,0
2025-10-10 21:49:27,user006,employee,device063,trusted,DE,52.52,13.4,email,logout,success,false,0
2025-10-10 14:22:52,user011,admin,device012,trusted,DE,52.52,13.4,email,logout,success,true,0
2025-10-10 23:21:49,user041,employee,device068,trusted,IN,19.07,72.87,hr_portal,login,success,true,0
2025-10-10 22:59:18,user050,employee,device049,trusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-11 00:01:12,user020,employee,device093,trusted,DE,52.52,13.4,dev_repo,login,failure,false,0
2025-10-10 15:37:08,user045,employee,device011,trusted,DE,52.52,13.4,dev_repo,logout,success,true,0
2025-10-11 08:36:36,user038,employee,device098,trusted,SG,1.35,103.82,hr_portal,logout,success,true,0
2025-10-11 07:53:16,user047,employee,device042,trusted,US,37.77,-122.41,dev_repo,logout,success,true,0
2025-10-11 00:06:35,user024,employee,device066,trusted,UK,51.5,-0.12,dev_repo,access,success,false,0
2025-10-11 01:15:52,user016,employee,device067,trusted,US,37.77,-122.41,hr_portal,login,success,true,0
2025-10-10 13:12:46,user035,contractor,device086,trusted,DE,52.52,13.4,dev_repo,logout,success,true,0
2025-10-11 03:38:07,user024,employee,device086,untrusted,IN,19.07,72.87,finance_app,access,success,false,1
2025-10-11 10:04:44,user029,contractor,device071,untrusted,UK,51.5,-0.12,vpn,login,success,true,0
2025-10-10 21:09:17,user018,employee,device022,trusted,IN,19.07,72.87,finance_app,login,success,true,0
2025-10-11 09:57:40,user028,employee,device088,trusted,DE,52.52,13.4,email,login,success,false,0
2025-10-11 08:57:41,user020,employee,device080,untrusted,US,37.77,-122.41,finance_app,logout,success,true,0
2025-10-10 15:53:44,user041,employee,device097,trusted,SG,1.35,103.82,dev_repo,access,success,true,0
2025-10-10 15:06:32,user040,employee,device049,trusted,SG,1.35,103.82,email,logout,success,true,0
2025-10-10 23:53:38,user020,employee,device018,untrusted,IN,19.07,72.87,email,logout,success,true,0
2025-10-11 10:29:49,user022,employee,device041,trusted,DE,52.52,13.4,dev_repo,logout,success,false,0
2025-10-11 09:27:39,user003,employee,device081,trusted,IN,19.07,72.87,hr_portal,logout,success,true,0
2025-10-11 01:41:56,user008,contractor,device031,trusted,DE,52.52,13.4,vpn,access,success,true,0
2025-10-10 22:13:54,user006,employee,device055,trusted,IN,19.07,72.87,email,logout,success,true,0
2025-10-10 18:11:42,user042,admin,device062,trusted,IN,19.07,72.87,finance_app,logout,success,true,0
2025-10-11 09:20:56,user009,contractor,device039,trusted,SG,1.35,103.82,email,logout,success,true,0
2025-10-11 01:57:04,user012,contractor,device020,untrusted,SG,1.35,103.82,vpn,login,success,true,0
2025-10-10 20:03:52,user020,employee,device054,trusted,IN,19.07,72.87,finance_app,login,success,true,0
2025-10-11 02:42:29,user008,employee,device035,trusted,DE,52.52,13.4,dev_repo,access,success,true,0
2025-10-11 10:01:11,user010,employee,device049,trusted,DE,52.52,13.4,email,access,success,true,0
2025-10-10 19:13:05,user028,employee,device058,trusted,UK,51.5,-0.12,vpn,access,success,false,0
2025-10-11 09:44:17,user005,employee,device009,untrusted,US,37.77,-122.41,hr_portal,access,success,true,0
2025-10-10 19:59:43,user045,contractor,device086,trusted,SG,1.35,103.82,vpn,access,success,true,0
2025-10-11 03:18:57,user023,contractor,device059,untrusted,US,37.77,-122.41,hr_portal,login,success,false,1
2025-10-10 16:43:31,user024,employee,device085,trusted,SG,1.35,103.82,dev_repo,login,success,true,0
2025-10-11 00:52:12,user013,employee,device090,trusted,IN,19.07,72.87,hr_portal,login,success,false,0
2025-10-10 02:13:36,user046,employee,device092,untrusted,SG,1.35,103.82,email,login,success,false,1
2025-10-10 14:11:52,user023,employee,device033,trusted,DE,52.52,13.4,finance_app,login,success,true,0
2025-10-10 21:06:21,user003,admin,device034,trusted,UK,51.5,-0.12,hr_portal,access,success,true,0
2025-10-10 13:41:51,user014,admin,device070,trusted,SG,1.35,103.82,dev_repo,login,success,true,0
2025-10-11 00:55:38,user010,contractor,device097,trusted,IN,19.07,72.87,finance_app,access,failure,true,0
2025-10-10 14:35:07,user024,employee,device028,trusted,DE,52.52,13.4,hr_portal,login,success,true,0
2025-10-10 20:53:37,user046,contractor,device036,untrusted,DE,52.52,13.4,dev_repo,access,success,true,0
2025-10-10 18:03:35,user023,contractor,device020,trusted,UK,51.5,-0.12,hr_portal,login,success,true,0
2025-10-10 19:41:54,user038,employee,device082,trusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-11 00:34:24,user007,employee,device084,trusted,IN,19.07,72.87,vpn,login,success,false,0
2025-10-10 22:48:21,user022,contractor,device069,trusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-10 20:03:02,user015,employee,device079,trusted,SG,1.35,103.82,vpn,login,success,true,0
2025-10-11 00:04:14,user005,employee,device036,trusted,UK,51.5,-0.12,dev_repo,access,success,true,0
2025-10-11 03:47:11,user035,contractor,device082,trusted,IN,19.07,72.87,dev_repo,login,failure,false,0
2025-10-11 12:25:45,user011,employee,device038,trusted,SG,1.35,103.82,dev_repo,login,success,true,0
2025-10-10 18:30:30,user019,employee,device005,trusted,US,37.77,-122.41,dev_repo,login,success,true,0
2025-10-11 09:42:25,user005,employee,device004,untrusted,IN,19.07,72.87,finance_app,access,success,false,0
2025-10-10 14:31:45,user048,contractor,device052,trusted,IN,19.07,72.87,email,login,success,true,0
2025-10-10 21:17:31,user010,employee,device050,trusted,US,37.77,-122.41,finance_app,logout,success,true,0
2025-10-10 15:06:52,user019,employee,device091,trusted,UK,51.5,-0.12,dev_repo,login,success,true,0
2025-10-11 07:25:34,user028,employee,device047,untrusted,IN,19.07,72.87,vpn,logout,success,true,0
2025-10-11 02:38:59,user002,employee,device010,trusted,IN,19.07,72.87,dev_repo,access,success,true,0
2025-10-10 13:32:54,user016,admin,device052,trusted,SG,1.35,103.82,email,logout,failure,true,0
2025-10-11 09:12:11,user049,employee,device025,trusted,IN,19.07,72.87,dev_repo,logout,success,false,0
2025-10-11 05:57:09,user044,employee,device096,trusted,SG,1.35,103.82,vpn,login,success,true,0
2025-10-10 13:04:16,user047,employee,device092,untrusted,DE,52.52,13.4,email,access,success,true,0
2025-10-11 02:40:45,user014,employee,device071,trusted,US,37.77,-122.41,vpn,login,success,true,0
2025-10-10 14:12:18,user014,employee,device064,trusted,US,37.77,-122.41,vpn,logout,success,true,0
2025-10-10 15:20:37,user006,employee,device065,trusted,US,37.77,-122.41,finance_app,logout,success,true,0
2025-10-11 10:23:57,user030,contractor,device089,trusted,UK,51.5,-0.12,finance_app,login,success,true,0
2025-10-10 13:58:07,user017,employee,device076,trusted,UK,51.5,-0.12,email,logout,success,true,0
2025-10-10 18:43:46,user036,employee,device074,trusted,IN,19.07,72.87,finance_app,logout,success,true,0
2025-10-11 11:34:08,user026,employee,device086,untrusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-10 17:07:16,user045,employee,device016,trusted,DE,52.52,13.4,vpn,access,success,true,0
2025-10-10 13:53:58,user010,employee,device061,trusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-10 18:55:16,user042,employee,device088,trusted,IN,19.07,72.87,vpn,login,failure,false,0
2025-10-11 02:02:23,user029,employee,device028,trusted,SG,1.35,103.82,email,logout,success,true,0
2025-10-10 23:15:22,user036,contractor,device006,trusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-11 01:49:21,user045,admin,device047,untrusted,US,37.77,-122.41,dev_repo,login,success,true,0
2025-10-11 01:00:54,user019,contractor,device068,trusted,DE,52.52,13.4,hr_portal,access,success,true,0
2025-10-10 22:43:10,user037,contractor,device075,untrusted,US,37.77,-122.41,dev_repo,logout,success,true,0
2025-10-10 21:27:49,user032,employee,device043,untrusted,SG,1.35,103.82,finance_app,logout,success,true,0
2025-10-10 21:19:53,user042,employee,device043,trusted,UK,51.5,-0.12,email,access,success,false,0
2025-10-10 14:40:19,user016,admin,device008,trusted,UK,51.5,-0.12,email,login,success,false,0
2025-10-10 20:15:26,user042,employee,device035,trusted,UK,51.5,-0.12,finance_app,logout,success,true,0
2025-10-11 00:08:21,user048,employee,device049,trusted,DE,52.52,13.4,vpn,access,success,true,0
2025-10-10 14:58:07,user001,employee,device038,trusted,IN,19.07,72.87,email,access,success,true,0
2025-10-10 12:51:54,user036,admin,device049,trusted,SG,1.35,103.82,hr_portal,access,success,true,0
2025-10-11 06:08:24,user032,admin,device089,trusted,DE,52.52,13.4,email,logout,success,true,0
2025-10-11 09:49:52,user048,employee,device057,trusted,US,37.77,-122.41,dev_repo,access,success,true,0
2025-10-10 16:00:49,user042,contractor,device061,trusted,UK,51.5,-0.12,finance_app,access,success,false,0
2025-10-11 03:03:05,user009,employee,device031,trusted,UK,51.5,-0.12,dev_repo,login,failure,true,0
2025-10-11 07:02:43,user034,contractor,device027,trusted,US,37.77,-122.41,dev_repo,access,success,true,0
2025-10-11 02:18:01,user036,employee,device057,trusted,US,37.77,-122.41,dev_repo,access,failure,true,0
2025-10-11 06:31:35,user028,employee,device012,trusted,SG,1.35,103.82,vpn,access,success,true,0
2025-10-11 08:32:35,user022,employee,device078,trusted,US,37.77,-122.41,hr_portal,logout,success,false,0
2025-10-11 00:53:37,user006,employee,device052,trusted,UK,51.5,-0.12,finance_app,login,success,true,0
2025-10-11 07:52:28,user028,employee,device091,trusted,UK,51.5,-0.12,vpn,login,success,true,0
2025-10-10 19:15:26,user046,employee,device020,trusted,US,37.77,-122.41,email,logout,success,false,0
2025-10-11 11:08:44,user047,employee,device070,trusted,UK,51.5,-0.12,hr_portal,access,success,true,0
