lat,lon,hour,dayofweek,is_weekend,is_off_hours,km_travelled,km_per_hour,country_changed,resource_changed,device_changed,is_new_device_for_user,is_untrusted_device,mfa_false,result_failure,role_contractor,role_employee,action_login,action_logout,country_IN,country_SG,country_UK,country_US,resource_email,resource_finance_app,resource_hr_portal,resource_vpn,is_anomaly,anomaly_score,pred_is_anomaly
52.52,13.4,17,4,0,0,9105.156011748604,20000.0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.06308586757161716,0
19.07,72.87,18,4,0,0,6286.49014548584,6725.516946136411,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,-0.07872412412393459,0
51.5,-0.12,18,4,0,0,7191.114210511749,20000.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.1119812062944357,0
37.77,-122.41,19,4,0,0,8617.413579531496,19963.12026146293,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-0.024113943024382523,0
1.35,103.82,19,4,0,0,13583.243126192969,20000.0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.02691806180834666,0
51.5,-0.12,19,4,0,0,10847.683830031903,20000.0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-0.11448887064158286,0
51.5,-0.12,19,4,0,0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.039720747185747696,0
37.77,-122.41,20,4,0,0,8617.413579531496,16906.097485729366,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.08700046973986908,0
51.5,-0.12,20,4,0,0,8617.413579531496,20000.0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-0.06747570734105768,0
1.35,103.82,21,4,0,0,10847.683830031903,20000.0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.051709913734774626,0
52.52,13.4,21,4,0,0,9916.835913716,20000.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.10862613597717818,0
37.77,-122.41,22,4,0,1,9105.156011748604,10922.546365309889,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-0.026744430264042274,0
19.07,72.87,22,4,0,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,-0.09514727060391182,0
52.52,13.4,22,4,0,1,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.12722759300521885,0
51.5,-0.12,22,4,0,1,930.8785347807836,5557.48378973602,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-0.05083365073742385,0
37.77,-122.41,22,4,0,1,8617.413579531496,20000.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.04359022286318537,0
52.52,13.4,22,4,0,1,9105.156011748604,20000.0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.061063252839515525,0
1.35,103.82,22,4,0,1,9916.835913716,20000.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.06869563510005816,0
37.77,-122.41,23,4,0,1,13583.243126192969,20000.0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0.006715752961120924,1
51.5,-0.12,23,4,0,1,8617.413579531496,18554.2397645415,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-0.06621817442686306,0
1.35,103.82,23,4,0,1,10847.683830031903,20000.0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0.009623736999322619,1
1.35,103.82,0,5,1,1,0.0,0.0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.007610880832138456,0
1.35,103.82,0,5,1,1,0.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.011890859855351876,0
52.52,13.4,0,5,1,1,9916.835913716,20000.0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.07149991343594742,0
52.52,13.4,0,5,1,1,0.0,0.0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.05327150451278195,0
1.35,103.82,0,5,1,1,9916.835913716,20000.0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.017293820783479075,0
37.77,-122.41,1,5,1,1,13583.243126192969,20000.0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.04911024709694267,0
52.52,13.4,1,5,1,1,9105.156011748604,16389.280821147488,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.07595918110230593,0
52.52,13.4,2,5,1,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.05274984862815446,0
52.52,13.4,2,5,1,1,0.0,0.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.02835947947750239,1
51.5,-0.12,2,5,1,1,930.8785347807836,2839.9684111956108,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.08282954341721716,0
1.35,103.82,3,5,1,1,10847.683830031903,15423.24715170413,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.0450442717423617,0
19.07,72.87,3,5,1,1,3904.344923406237,20000.0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-0.0061409078336343015,0
51.5,-0.12,3,5,1,1,7191.114210511749,20000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-0.08583773216399238,0
51.5,-0.12,3,5,1,1,0.0,0.0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,-0.028500129665229634,0
1.35,103.82,3,5,1,1,10847.683830031903,20000.0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0.013295599482922027,1
1.35,103.82,3,5,1,1,0.0,0.0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.011891559856478828,0
19.07,72.87,4,5,1,1,3904.344923406237,10745.903458916247,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-0.026000003652298487,0
19.07,72.87,4,5,1,1,0.0,0.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-0.005313838410564875,0
1.35,103.82,4,5,1,1,3904.344923406237,11511.58208375303,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.07977311371738183,0
37.77,-122.41,4,5,1,1,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.08751074734155517,0
52.52,13.4,4,5,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.11529583867834947,0
37.77,-122.41,5,5,1,1,9105.156011748604,20000.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.08210214656647163,0
37.77,-122.41,5,5,1,1,0.0,0.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.028393978161904254,1
37.77,-122.41,5,5,1,1,0.0,0.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.022218169461244663,1
19.07,72.87,5,5,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-0.0835684722934874,0
19.07,72.87,5,5,1,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,-0.02375228688872355,0
52.52,13.4,6,5,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.15664125484541197,0
52.52,13.4,6,5,1,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09479956181795834,0
51.5,-0.12,6,5,1,0,930.8785347807836,20000.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.07674791446510287,0
52.52,13.4,7,5,1,0,930.8785347807836,1544.3146199128207,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.05640630925787704,0
19.07,72.87,8,5,1,0,6286.49014548584,7729.29116248259,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-0.06904644338767585,0
51.5,-0.12,8,5,1,0,7191.114210511749,20000.0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.05228497031570534,0
19.07,72.87,8,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-0.1341615901148736,0
51.5,-0.12,8,5,1,0,7191.114210511749,20000.0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.06149882272792351,0
19.07,72.87,8,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,-0.07573970316095013,0
37.77,-122.41,9,5,1,0,13495.773653008306,20000.0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.029127688674128183,0
37.77,-122.41,9,5,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.056050274855095394,0
37.77,-122.41,9,5,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.09528740283284343,0
37.77,-122.41,10,5,1,0,0.0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,-0.0259189789856461,0
1.35,103.82,10,5,1,0,13583.243126192969,20000.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.09883710841855287,0
37.77,-122.41,10,5,1,0,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,-0.08853188022808323,0
37.77,-122.41,10,5,1,0,0.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-0.02130432249107994,0
51.5,-0.12,10,5,1,0,8617.413579531496,20000.0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.07627907626453767,0
1.35,103.82,10,5,1,0,10847.683830031903,20000.0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.07738015100702944,0
19.07,72.87,11,5,1,0,3904.344923406237,13002.443778226136,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.06345193747271527,0
37.77,-122.41,11,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.06076713832702285,0
51.5,-0.12,11,5,1,0,8617.413579531496,20000.0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.07569699119481776,0
37.77,-122.41,12,5,1,0,8617.413579531496,12813.997887779176,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-0.06368857425652652,0
52.52,13.4,12,5,1,0,9105.156011748604,20000.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.10360196131842747,0
37.77,-122.41,12,5,1,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.08920193281404021,0
37.77,-122.41,12,5,1,0,0.0,0.0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,-0.033474205219550135,0
37.77,-122.41,12,5,1,0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2.751086409735759e-05,0
19.07,72.87,12,5,1,0,13495.773653008306,20000.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.043599168012225964,0
1.35,103.82,12,5,1,0,3904.344923406237,17352.644104027717,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.09563758802734168,0
1.35,103.82,12,5,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.05926354617121521,0
19.07,72.87,12,5,1,0,3904.344923406237,20000.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.06227578576434012,0
52.52,13.4,12,5,1,0,6286.49014548584,20000.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.1259693598074338,0
1.35,103.82,13,5,1,0,9916.835913716,20000.0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.05795240172824512,0
37.77,-122.41,13,5,1,0,13583.243126192969,20000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.0947477871802126,0
51.5,-0.12,13,5,1,0,8617.413579531496,20000.0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.04901141564785372,0
19.07,72.87,13,5,1,0,7191.114210511749,18230.99377312838,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-0.07684722327618143,0
37.77,-122.41,14,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.0758600772788417,0
19.07,72.87,14,5,1,0,13495.773653008306,20000.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-0.0975689161294166,0
1.35,103.82,14,5,1,0,3904.344923406237,14565.431838613938,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,-0.04989793637924522,0
52.52,13.4,14,5,1,0,9916.835913716,20000.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.08305973024334545,0
1.35,103.82,15,5,1,0,9916.835913716,20000.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.04349255863480184,0
37.77,-122.41,15,5,1,0,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.12297856180236144,0
19.07,72.87,16,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.09759304713355049,0
1.35,103.82,16,5,1,0,3904.344923406237,20000.0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.062445162159374346,0
19.07,72.87,16,5,1,0,3904.344923406237,11436.64908402152,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-0.03191856919511671,0
37.77,-122.41,16,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,-0.08922232176292089,0
51.5,-0.12,16,5,1,0,8617.413579531496,20000.0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,-0.025270068570856563,0
37.77,-122.41,17,5,1,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.0776277571158227,0
51.5,-0.12,17,5,1,0,8617.413579531496,20000.0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.08468077668552099,0
19.07,72.87,17,5,1,0,7191.114210511749,18855.07003484508,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.004080389224318748,1
52.52,13.4,18,5,1,0,6286.49014548584,20000.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.09723949321858238,0
51.5,-0.12,18,5,1,0,930.8785347807836,5511.780798044113,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.0810678110785481,0
37.77,-122.41,18,5,1,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-0.1028383239000209,0
1.35,103.82,18,5,1,0,13583.243126192969,20000.0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.034672488455690376,0
19.07,72.87,18,5,1,0,3904.344923406237,20000.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-0.09919880305412837,0
51.5,-0.12,18,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.12098097223700105,0
52.52,13.4,19,5,1,0,930.8785347807836,5502.730254861775,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.01778330905976855,0
51.5,-0.12,19,5,1,0,930.8785347807836,7793.401686536792,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.053503077324170145,0
19.07,72.87,19,5,1,0,7191.114210511749,13365.003179061589,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-0.002516475555634168,0
52.52,13.4,19,5,1,0,6286.49014548584,20000.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.10325850308696372,0
52.52,13.4,20,5,1,0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.07768123210900246,0
1.35,103.82,20,5,1,0,9916.835913716,20000.0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.053792246242500785,0
51.5,-0.12,20,5,1,0,10847.683830031903,20000.0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.06704628697046688,0
37.77,-122.41,20,5,1,0,8617.413579531496,20000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-0.07053916964124063,0
19.07,72.87,20,5,1,0,13495.773653008306,20000.0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-0.03885163821611426,0
51.5,-0.12,20,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.07144386370768441,0
51.5,-0.12,21,5,1,0,0.0,0.0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.003936995581833025,0
19.07,72.87,21,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.06895258768129264,0
37.77,-122.41,21,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.06716729621193074,0
1.35,103.82,22,5,1,1,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.06688815806391468,0
51.5,-0.12,22,5,1,1,10847.683830031903,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-0.10590608063938267,0
52.52,13.4,23,5,1,1,930.8785347807836,903.0349569417464,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.0471039646836553,0
37.77,-122.41,23,5,1,1,9105.156011748604,20000.0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-0.014603338228888152,0
51.5,-0.12,0,6,1,1,8617.413579531496,11067.673523479623,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.033205081919763346,0
1.35,103.82,0,6,1,1,10847.683830031903,20000.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.046993849711716495,0
37.77,-122.41,0,6,1,1,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-0.07136094418507222,0
52.52,13.4,0,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.06607411151195697,0
37.77,-122.41,1,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.038990602739400804,0
37.77,-122.41,1,6,1,1,0.0,0.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,-0.003650431504721885,0
52.52,13.4,1,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.11009213861242123,0
52.52,13.4,1,6,1,1,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.06451041739492802,0
37.77,-122.41,1,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.05524097302931408,0
19.07,72.87,2,6,1,1,13495.773653008306,20000.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,-0.04410970060477004,0
1.35,103.82,2,6,1,1,3904.344923406237,19630.78453109281,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0.01041842998677145,1
51.5,-0.12,2,6,1,1,10847.683830031903,20000.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.0602973131222625,0
37.77,-122.41,2,6,1,1,8617.413579531496,20000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.0475630268165137,0
19.07,72.87,2,6,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,-0.07341301802053213,0
1.35,103.82,2,6,1,1,3904.344923406237,13834.29303569139,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.034410110975954145,0
37.77,-122.41,3,6,1,1,13583.243126192969,20000.0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.009968029032477954,0
19.07,72.87,3,6,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.07297715234448077,0
1.35,103.82,4,6,1,1,3904.344923406237,5562.185090725148,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.05748862155250534,0
1.35,103.82,4,6,1,1,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,-0.04327885112372398,0
1.35,103.82,4,6,1,1,0.0,0.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.01643161205720922,1
